user_A,user_B
373912794,438595419
326624321,611720265
455009429,673622815
55635100,117296642
260143806,284864500
202508992,737837092
315533367,428365705
258050055,544788621
290002491,310792435
3885026,212183524
260143806,826720649
187068147,364224309
302277149,597029601
357068844,613050595
364224309,523955373
364224309,536071305
154604171,211609568
257075916,342563378
204620883,278800885
106298354,158899216
249363384,257075916
517813573,591656859
398280571,466766153
182703747,443128531
202508992,258050055
158899216,236860601
320893503,364224309
2038529,93250224
95914244,179270742
158899216,746926388
251940155,314998672
8803601,96633128
182793052,183006912
164926837,225580281
158899216,273502960
187068147,298647466
197555702,234978271
228084604,1029900777
249460254,448000482
10725833,296395226
215211830,314998672
117296642,254312222
290907272,429691120
227725555,324690673
148174401,209479436
290002491,613318768
144192992,303221255
433196425,490359301
159639383,457760382
3554098,193881147
142510556,149214860
200489015,544788621
294133386,404262360
152930582,197652084
180564116,340459543
226928006,260143806
227940150,266866811
284796224,310605213
440860114,737837092
182793052,374853161
226928006,601769950
216422605,221041702
273502960,524356872
273502960,313948034
77538054,313948034
157685181,464116279
195957247,231667795
303221255,528327286
389179098,428365705
80805248,324649487
5420057,158899216
117296642,278998751
361013262,669244030
166912255,316358076
290002491,525143737
376597502,444857296
67930066,231020439
196433732,712762870
260143806,290002491
388093430,516165559
196433732,302585939
221787338,236551076
158899216,203478504
234782039,310605213
209242073,440860114
274617838,325667980
326624321,361013262
335566048,456864020
158899216,573350491
196433732,601769950
438595419,455009429
524356872,746926388
274429961,539991512
243828302,329939773
258050055,290002491
236860601,275644189
282551100,746926388
303221255,464766605
275644189,746926388
169184328,516165559
277954377,505591803
216422605,226165078
202508992,497117270
154276418,237053290
211699235,589387953
137647548,393718555
174694347,359564492
182873330,196433732
255415922,326146496
158899216,389179098
158899216,182873330
284796224,505591803
396315736,440860114
278713779,290002491
7346857,404262360
173111797,282551100
23965663,159053828
112693285,498030901
158899216,180443865
158899216,438595419
436529069,544788621
12304130,117296642
291791633,517813573
231667795,327664089
403440922,466766153
168607848,213648297
175449277,251116606
7974167,158899216
183006912,234965704
158899216,320893503
339721832,364224309
117296642,123825812
249460254,287377802
345137341,436529069
166970160,383484060
361013262,377451135
434373211,573350491
202508992,226928006
200489015,290002491
260143806,339171968
275644189,573350491
296351219,470444423
203187909,224212270
154498146,216800494
202508992,275644189
57053109,553809214
28027341,124706978
168886229,274617838
438595419,544788621
198510660,238326510
53651789,84471863
302277149,507909214
249363384,302585939
234880157,404286648
149214860,296395226
209479436,377504580
1919300,466766153
196433732,230378407
251116606,298444305
351503947,463029585
361013262,507107402
17605204,250220154
77538054,199511785
324649487,613496698
249363384,601769950
158899216,231682638
158899216,159639383
260143806,295068087
151322125,377451135
290002491,673622815
96985032,159639383
164558330,294133386
249460254,343857667
166970160,359564492
174694347,225580281
243828302,260143806
196433732,376551007
158899216,737837092
455406443,490359301
359564492,422547332
164926837,250400335
51260918,77538054
364224309,435758208
613050595,737837092
144192992,403440922
200489015,396315736
284796224,443128531
7974167,185700509
155862484,166912255
182822942,490359301
275644189,320893503
234782039,344201043
213648297,228084604
184942833,413503356
251116606,382337917
209242073,249363384
231667795,339721832
282665309,373912794
166912255,266866811
182793052,188897082
302585939,499386253
361013262,435730700
516165559,601769950
278713779,295068087
138016515,166970160
117296642,296395226
158899216,258050055
325071663,533595235
250941611,443128531
486072327,573350491
388093430,601769950
196433732,402684579
310792435,516165559
310605213,310792435
3885026,259177643
411389199,591656859
200489015,339171968
133719587,213194234
169184328,183777371
188897082,295068087
364224309,462559115
169184328,260143806
169184328,601769950
183896370,197652084
342563378,345137341
268006730,275644189
117296642,302052258
96436610,166970160
99075091,158899216
236293379,247825158
236860601,486072327
364224309,436529069
202508992,234965704
19245161,47818794
302277149,422250851
137226961,251116606
275644189,737837092
154604171,204713487
80911666,669799002
82607603,166970160
82607603,182883753
249460254,282765539
155393571,361013262
303972772,746926388
298647466,613318768
361341456,410529163
187068147,344201043
227940150,366988589
348117235,388093430
166970160,225580281
464507887,825005936
154498146,154604171
158899216,324690673
158899216,408101427
188897082,196433732
196433732,443448186
260143806,454449863
172006943,222662041
158899216,208268186
339171968,516165559
196433732,364224309
370608964,470444423
158899216,497117270
231682638,309075300
320893503,344201043
274617838,326146496
302277149,710195385
310605213,525143737
298647466,525143737
209242073,443128531
258050055,516165559
361013262,449708725
231667795,436529069
20392564,745539966
376551007,443448186
158449960,182017134
57053109,207493092
137647548,614021900
228084604,868337786
182793052,344201043
237690320,321118480
249363384,402684579
226928006,348117235
533542586,535285117
7140794,237053290
344201043,673622815
46375614,117296642
3554098,20392564
158899216,236862750
15912237,158899216
188897082,523955373
196433732,298647466
188897082,536071305
251116606,361013262
234782039,373912794
302585939,303972772
234965704,337685903
536071305,746926388
200489015,257075916
251116606,269277183
273735803,386391749
154604171,322988232
231914059,305833827
259070916,260570741
3885026,53651789
182822942,414090290
503217564,601769950
202508992,455009429
99075091,545945520
173111797,342563378
226928006,266594683
196433732,348117235
234965704,335566048
226165078,502802985
249460254,296984836
252291590,294133386
260143806,327664089
268607474,468803659
168886229,216474268
234782039,367593724
166970160,309075300
364224309,434373211
303972772,389179098
49076212,251116606
235817807,459195779
154498146,183896370
236860601,257096074
388093430,402684579
15061297,158899216
434373211,497117270
134286419,158899216
158899216,275644189
477924553,539813568
137839173,615205946
137226961,240555637
275644189,497117270
182793052,673622815
282551100,397332866
443128531,505591803
275644189,397332866
155862484,158899216
204713487,406627657
266594683,573350491
158899216,202508992
44641895,159912486
278713779,327664089
173111797,201857097
456864020,613318768
151322125,262282537
53651789,353850392
166970160,502802985
243828302,278713779
371766191,505591803
266594683,389179098
525143737,544788621
216422605,444857296
188897082,327664089
470573936,499386253
10725833,163841921
100212567,259149437
210505213,294133386
11462676,361013262
273502960,536071305
403440922,474718555
221787338,335566048
18877129,117296642
253894555,613496698
327664089,436529069
240555637,255014960
141967481,144192992
210141551,365929724
250400335,457760382
3554098,89504696
302277149,341398369
247825158,252291590
116162731,147331652
226928006,310605213
202508992,544788621
158899216,200489015
199511785,428365705
260143806,712762870
260143806,302585939
266594683,320893503
365929724,389052882
158899216,176482365
185700509,235817807
388093430,443448186
158899216,453291956
20424468,134016056
57053109,116701832
324649487,325868088
260320762,613050595
166912255,366988589
95914244,158899216
310605213,613050595
169184328,278713779
18346738,43561108
256455395,545945520
234782039,746926388
196433732,209242073
1919300,227455699
313948034,335566048
342563378,396315736
303972772,737837092
279646418,294728956
257075916,455009429
236860601,290002491
169184328,364224309
187651093,403440922
327664089,402684579
258050055,601769950
302277149,414090290
34380146,149214860
80805248,209479436
324649487,332344263
77538054,413503356
158899216,234965704
243816728,436529069
236860601,589387953
303221255,683889522
170577151,341237022
161957424,445347436
226928006,505591803
257075916,484272604
243816728,376551007
158899216,228926932
251116606,410734838
216800494,406627657
137226961,394970612
80805248,228084604
268378729,505591803
397332866,440860114
7974167,266866811
246635300,298444305
438595419,516165559
158899216,411219454
189612664,332322443
199511785,413503356
222122101,434373211
117296642,142510556
337685903,464779098
10725833,93250224
234965704,524356872
134047119,294728956
234965704,313948034
282551100,464779098
182883753,335858901
228084604,324649487
284796224,342563378
158899216,273735803
302585939,388093430
277954377,379141672
200489015,712762870
158899216,235817807
280538843,406627657
183006912,295068087
249460254,496226739
137647548,615205946
95368081,163841921
117296642,148113695
236860601,396315736
134047119,324649487
227455699,475838998
234782039,573350491
268006730,544788621
158899216,322346042
250941611,342563378
364224309,440860114
3554098,189612664
117296642,293268999
182822942,466766153
202508992,290002491
187068147,273502960
227455699,429063104
327664089,443448186
3885026,155862484
316358076,366988589
116488976,134047119
169184328,266594683
790455,117296642
178768153,274429961
180564116,335206832
231682638,291119452
237154574,250941611
249363384,310792435
260143806,436529069
158899216,383484060
320044698,357407774
351503947,398280571
234782039,438595419
234978271,533542586
302277149,436185279
229610131,311945702
367593724,746926388
260143806,376551007
158899216,328800754
309075300,365929724
86580372,172006943
211699235,436529069
365929724,448000482
51260918,335566048
234782039,320893503
227455699,433196425
404286648,493086989
274429961,712511482
232828827,410529163
258050055,376551007
182793052,273502960
324649487,403440922
231682638,246635300
185897597,209279308
249460254,612551108
278713779,436529069
436529069,712762870
324649487,423075953
236551076,315533367
158899216,255531325
202508992,396315736
278713779,376551007
57053109,147331652
158899216,345137341
196433732,344201043
144794383,259529308
244465788,429063104
187068147,573350491
221031272,433229652
310792435,443448186
361013262,392923241
170577151,213648297
361013262,401761433
310792435,364224309
188897082,436529069
443448186,462559115
80911666,357407774
364224309,525143737
158899216,359564492
96985032,359564492
258050055,402684579
169140030,350956783
190949451,246635300
32374198,158899216
302277149,406737555
3554098,259070916
202508992,250941611
209242073,342563378
361013262,455666248
420476642,464766605
284504912,328800754
232828827,326146496
18877129,252037779
189463974,226165078
197555702,246635300
202508992,339171968
169184328,310605213
344201043,438595419
5984543,145679313
273502960,435758208
367593724,573350491
295068087,371766191
158899216,216800494
183006912,365243680
204713487,429691120
28027341,246635300
82607603,229610131
187068147,438595419
137647548,227940150
51260918,169184328
179270742,326146496
200489015,376551007
196388283,226165078
166970160,246635300
326146496,384715551
367593724,389179098
185700509,459195779
236551076,746926388
158899216,544788621
389179098,430701311
144794383,280538843
320893503,438595419
470573936,510315848
260143806,434373211
159912486,195677239
234782039,258050055
790455,10725833
158899216,284864500
234978271,285617525
268006730,503217564
17605204,44641895
158899216,221787338
161957424,260570741
184942833,348117235
158899216,252291590
144192992,383808645
251116606,309326115
200489015,402684579
257075916,320977551
275644189,345137341
223746264,359564492
339721832,746926388
339171968,364224309
182793052,438595419
154276418,166970160
376551007,673622815
443448186,496939286
266594683,275644189
234965704,284796224
324649487,1029900777
324649487,733362670
258050055,364224309
253894555,325868088
3554098,209479436
174694347,196388283
236860601,365243680
348117235,496939286
396769217,545945520
226928006,373912794
251116606,265329539
44641895,155862484
226928006,280109549
158899216,225580281
188897082,434373211
731191,158899216
434373211,544788621
17605204,353850392
178768153,738711054
189612664,310046003
184602394,416753273
443128531,746926388
497117270,523955373
231667795,249363384
231667795,367001320
255415922,436701099
284796224,497117270
275644189,544788621
310605213,438595419
455009429,456864020
397332866,443128531
5105588,117296642
7974167,366988589
161957424,377504580
1919300,453562178
302277149,600090531
455009429,499386253
243828302,443128531
187068147,234782039
226165078,326146496
202508992,257075916
28337453,815184092
302277149,318486399
302585939,329939773
371766191,746926388
15666810,21437490
132153978,158899216
237053290,252291590
367593724,737837092
3885026,250220154
200489015,443448186
444857296,490359301
364224309,613050595
49610362,117296642
158899216,290002491
196433732,367593724
496939286,505591803
173111797,371766191
249363384,673622815
329939773,436529069
227725555,291119452
216422605,244465788
158899216,589387953
202508992,516165559
234965704,287978277
295068087,303972772
329939773,376551007
364224309,443128531
202508992,365243680
230378407,436529069
184942833,209242073
342563378,712762870
158899216,536099819
243816728,282665309
234965704,388093430
477924553,490576629
249460254,478063060
107026474,493086989
503217564,505591803
104239664,158449960
225701,117296642
158899216,309075300
244465788,474718555
80911666,471605790
326146496,365929724
158899216,173111797
268452167,370608964
166970160,196388283
310046003,332322443
286917628,389158616
227725555,246635300
249460254,251116606
470573936,523955373
302277149,398500470
324649487,477924553
211699235,430701311
324649487,550375189
182873330,249363384
210141551,225470319
350956783,461727032
84471863,158899216
226928006,236860601
325868088,550375189
234782039,275644189
182883753,237053290
158899216,502802985
226928006,746926388
436529069,443448186
154276418,190949451
117296642,135907847
158899216,510315848
260143806,310792435
302277149,389777563
183006912,435758208
192570720,292243630
173111797,455009429
249460254,323369210
244465788,533542586
268378729,746926388
275644189,290002491
282551100,290002491
7140794,124706978
81956475,170186440
8404293,159912486
158899216,182793052
229610131,309075300
332322443,332344263
108425191,124706978
320893503,408101427
196433732,236860601
138016515,158899216
258050055,310792435
20424468,117296642
44641895,84471863
137226961,285617525
403440922,436701099
406250097,423075953
300518605,389179098
241246487,422547332
236860601,601769950
302585939,462559115
53651789,405858154
158899216,322177099
249460254,276885664
196433732,273502960
251116606,384622761
164558330,228926932
278713779,310792435
2838235,212006661
80911666,325071663
16021907,117296642
247825158,466766153
249460254,439652482
137647548,168297162
158899216,295068087
144192992,255415922
234965704,523955373
28027341,158899216
96436610,158899216
232828827,533542586
185024379,524356872
188897082,440860114
257075916,516165559
157685181,490359301
243816728,249363384
275644189,396315736
157069557,324649487
226928006,573350491
159639383,216422605
173111797,303972772
231667795,282551100
342563378,436529069
249460254,429986323
158899216,211609568
327664089,673622815
342563378,376551007
200489015,310792435
260143806,525143737
266594683,345137341
249460254,399442263
134047119,190059784
187068147,202508992
124706978,204620883
161957424,170577151
202508992,302585939
544788621,746926388
196433732,573350491
275644189,339171968
238326510,277705371
251116606,274617838
327664089,613050595
249460254,458547410
202508992,601769950
361013262,607777676
159639383,166970160
290002491,371766191
342563378,402684579
158899216,196433732
250400335,422547332
290002491,456864020
302277149,441939823
361341456,468803659
34380146,117296642
138016515,545945520
376551007,573350491
249363384,448813072
278713779,525143737
51260918,211699235
290002491,499386253
259070916,321137784
295068087,388093430
158899216,257075916
196433732,438595419
189463974,197555702
274429961,815184092
166231159,227725555
187068147,337685903
241753070,357407774
397332866,746926388
71996189,117296642
8404293,53651789
284864500,348117235
273502960,440860114
290002491,313948034
117296642,169140030
284796224,486072327
260143806,344201043
57053109,296395226
243816728,613050595
249460254,331731012
376551007,438595419
90511809,252037779
211699235,249363384
3885026,166912255
20392564,332344263
227455699,244465788
231682638,238326510
249460254,523227408
260143806,470573936
117296642,151171959
282551100,392631930
249460254,341309958
320893503,337685903
158899216,222122101
516165559,746926388
389158616,411389199
21437490,43561108
158899216,365243680
544788621,573350491
158899216,454449863
182703747,589387953
258050055,344201043
158899216,166231159
164926837,457760382
182883753,235999451
183006912,434373211
236860601,402684579
327664089,367593724
198510660,200832799
204713487,259529308
195957247,464779098
217972700,464766605
226928006,737837092
268006730,712762870
284796224,484272604
342563378,443448186
790455,465740359
62646118,158899216
173111797,211699235
188897082,249363384
189612664,276581705
169184328,746926388
216800494,471605790
268006730,601769950
178768153,199347466
249363384,573350491
404262360,429794386
189463974,429794386
229610131,325667980
213648297,445347436
335566048,440860114
337685903,413503356
260143806,673622815
209242073,324827113
249460254,662741463
196433732,737837092
40166126,117296642
189463974,825005936
357407774,669799002
573350491,673622815
249363384,389179098
361013262,432572968
257075916,260143806
295068087,536071305
20392564,161957424
257075916,601769950
158899216,654170083
225470319,227725555
234782039,345137341
516165559,573350491
435758208,464507887
158899216,327664089
260143806,613050595
200489015,344201043
361013262,459040466
434373211,454449863
249363384,438595419
325071663,382337917
573350491,613050595
533542586,545493830
196433732,258050055
231682638,240674108
251116606,251940155
310792435,367593724
388093430,573350491
226928006,253086084
266594683,290002491
275644189,454449863
290002491,303972772
199511785,209242073
227940150,459195779
7346857,23965663
231667795,236551076
158899216,246635300
236551076,464779098
202508992,402684579
161957424,475909552
280109549,613050595
282665309,290002491
230378407,282665309
240674108,300537580
464766605,539991512
601769950,737837092
266594683,589387953
158899216,185354275
388093430,389179098
278941713,294728956
303972772,396315736
166231159,216422605
464766605,517813573
229610131,275267938
237154574,364224309
65816478,117296642
116162731,142510556
148174401,332322443
280109549,443128531
353850392,386391749
324827113,329939773
737837092,825005936
249460254,293878154
81676529,247825158
20392564,423075953
234782039,544788621
278941713,324649487
169184328,182873330
187068147,499386253
20392564,148174401
373912794,436529069
181813192,258049928
200489015,673622815
282665309,503217564
287978277,295068087
89504696,445347436
249460254,530652338
234782039,284864500
7140794,225470319
209242073,484272604
209242073,260320762
149214860,185867292
211609568,231020439
320893503,499386253
324649487,334817281
258050055,280109549
158899216,712762870
260143806,367593724
370608964,533595235
158899216,302585939
455009429,536071305
455009429,523955373
158899216,393718555
169184328,320893503
112008938,158899216
144794383,158899216
196433732,408101427
67930066,182823295
302277149,606634883
158899216,179769844
235817807,269255791
196388283,212965965
258050055,367593724
249460254,269883904
202508992,364224309
152930582,290907272
182823295,222048061
302585939,440860114
209242073,303972772
19764775,117296642
3885026,158899216
516165559,737837092
80911666,251116606
184942833,236860601
29653426,117296642
227940150,250220154
235817807,267398154
249460254,328147097
348117235,443128531
117296642,185867292
187068147,277954377
192570720,274429961
99075091,166970160
237053290,240555637
277954377,290002491
268452167,322839772
184942833,273502960
361013262,530438369
388093430,737837092
284796224,290002491
158899216,204713487
202508992,298647466
212892870,243942198
237053290,404262360
158899216,435758208
302277149,489844391
342677524,361013262
226928006,275644189
298647466,456864020
20392564,1029900777
17605204,195677239
199347466,411389199
235868306,462559115
20392564,733362670
200623291,357407774
310605213,499386253
174694347,294133386
142510556,147331652
298444305,306590357
320044698,470444423
132757936,158899216
327664089,438595419
187068147,826720649
524356872,712762870
169184328,737837092
196388283,274617838
234782039,290002491
65103005,116162731
158899216,235868306
275644189,712762870
282551100,302585939
436529069,613050595
200489015,367593724
275644189,302585939
182703747,365243680
201857097,589387953
244465788,436701099
243942198,471605790
161957424,276581705
324649487,484358531
158899216,196388283
157685181,466766153
169184328,258050055
196433732,202508992
236860601,310792435
211609568,259529308
320977551,455009429
166912255,459195779
182793052,284864500
250941611,287978277
302585939,310605213
137647548,159912486
731191,480855791
3885026,185700509
3885026,44641895
180564116,303211661
137647548,259177643
209479436,599845506
211699235,273502960
290002491,388093430
158899216,436529069
144192992,240555637
189612664,234678312
322839772,471605790
434373211,435758208
173111797,516165559
257075916,278713779
267398154,459195779
158899216,376551007
158899216,322988232
229610131,326146496
361013262,434827794
329939773,613050595
361013262,448656056
443128531,486072327
169184328,170186440
135823315,189463974
257075916,364224309
189612664,259070916
230378407,613050595
285861513,351503947
273502960,582621797
213648297,377504580
249460254,303446486
32098272,117296642
185700509,353850392
287978277,327664089
158899216,357068844
295068087,462559115
276073531,298444305
234880157,545945520
432572968,481029184
98121870,255531325
77538054,300518605
200489015,236860601
435758208,746926388
249460254,409504037
361013262,399700937
183006912,249363384
411389199,464766605
393718555,615205946
148174401,170577151
202508992,209242073
200489015,273502960
258050055,573350491
434373211,436529069
268452167,382337917
169184328,397332866
77538054,373912794
157685181,326146496
342563378,470573936
238326510,300537580
234782039,295068087
257075916,348117235
227725555,228715510
249460254,333703544
275644189,436529069
260143806,438595419
258050055,389179098
44641895,158899216
249460254,286877958
275644189,376551007
402684579,516165559
536123,437509445
505591803,601769950
207493092,296395226
65816478,553809214
209242073,388093430
290002491,523955373
290002491,536071305
117296642,252037779
344201043,510315848
302277149,332751798
282338094,298444305
227455699,403440922
258050055,438595419
251116606,274429961
257075916,266594683
235817807,263353639
2038529,10725833
184942833,737837092
158899216,434373211
263353639,475838998
158899216,183006912
144192992,394970612
361013262,424899342
116162731,237690320
226928006,486072327
282551100,402684579
158899216,614021900
169184328,226928006
234978271,384715551
221787338,825005936
247825158,426399669
275644189,402684579
137226961,231682638
322839772,533595235
117296642,321358848
443128531,544788621
200489015,573350491
320893503,510315848
42558351,117296642
249363384,337685903
169184328,275644189
282551100,429794386
28337453,274429961
324649487,438900120
371766191,544788621
161957424,189612664
302277149,480855791
397332866,464779098
6255699,294728956
200489015,389179098
251116606,376888763
342563378,613050595
302585939,443128531
158899216,326631945
169184328,202508992
187068147,295068087
100212567,662741463
104031325,139588104
107026474,234880157
234978271,420189120
234782039,257075916
6255699,324649487
20392564,209279308
173111797,260143806
200489015,438595419
284796224,516165559
158899216,243828302
158449960,222340938
374154249,530438369
19764775,553809214
361341456,420189120
196433732,499386253
234965704,266594683
251116606,401791610
185700509,269255791
3885026,269255791
3885026,137647548
231667795,335566048
188897082,342563378
240674108,246635300
154604171,197652084
158899216,493086989
201857097,365243680
253894555,324649487
2732994,3554098
470573936,525143737
51260918,158899216
175449277,200832799
6255699,484358531
77538054,746926388
275644189,443448186
282551100,364224309
182793052,295068087
196433732,345137341
144794383,400109980
266594683,302585939
156009278,310046003
376551007,499386253
169184328,200489015
282665309,302585939
185700509,267398154
247825158,335858901
158899216,284504912
161957424,234678312
202508992,344201043
310792435,497117270
302277149,601583764
199511785,236860601
86580372,216800494
174694591,210141551
82607603,253894555
187068147,196433732
238326510,304095091
285861513,760100064
298647466,320977551
298444305,310354907
161957424,259070916
342563378,367593724
290002491,329939773
275644189,298647466
187068147,257075916
436529069,438595419
231667795,464779098
499386253,516165559
169184328,234965704
344201043,523955373
158899216,430701311
344201043,536071305
196433732,544788621
335566048,746926388
438595419,573350491
234782039,327664089
3554098,341237022
525143737,613050595
187068147,536071305
57053109,321118480
274429961,286917628
80805248,260570741
166231159,251116606
164926837,422547332
200489015,234782039
234399981,251116606
234978271,365929724
169184328,187068147
243828302,486072327
196433732,284864500
187068147,222122101
320977551,339171968
229610131,533542586
187068147,454449863
182873330,335566048
209242073,516165559
158899216,310792435
249460254,572586331
303972772,436529069
117882402,304348126
320893503,536071305
249363384,499386253
274429961,411389199
320893503,523955373
182883753,210505213
214024887,251116606
440860114,470573936
157685181,474718555
20424468,65816478
20198016,365929724
216422605,227725555
231682638,376888763
226165078,237053290
236860601,367593724
28027341,168886229
287978277,496939286
139588104,465740359
320893503,454449863
147331652,149214860
365929724,523227408
3885026,266866811
396315736,516165559
327664089,335566048
80805248,168607848
182793052,523955373
285861513,545493830
182793052,536071305
158899216,240674108
190949451,237053290
7140794,158899216
107026474,404286648
182883753,365654343
184942833,202508992
158899216,282665309
357407774,471605790
62396309,124706978
124706978,158899216
108425191,158899216
137647548,155862484
231682638,301859118
284796224,302585939
266594683,436529069
77538054,320893503
303972772,402684579
100212567,215211830
158899216,615205946
209242073,329939773
284796224,601769950
193881147,341237022
226928006,290002491
158899216,613318768
282665309,376551007
166970160,237053290
201857097,302585939
21034898,96633128
234782039,302585939
365929724,394970612
250941611,260143806
203187909,246635300
183777371,236860601
250941611,601769950
225580281,278800885
238326510,251116606
290002491,462559115
295068087,440860114
298647466,523955373
183777371,746926388
243942198,251116606
182883753,240199869
275644189,310792435
229610131,274617838
266594683,402684579
164926837,480028435
158899216,525143737
176482365,252291590
204971076,251116606
373912794,613050595
244465788,398280571
282665309,402684579
202508992,367593724
216422605,383808645
365243680,470573936
249363384,284864500
269781389,277705371
158208672,217972700
158208672,517813573
173111797,278713779
373912794,443128531
166970160,234880157
204620883,411219454
231682638,372569967
291119452,361341456
3554098,213648297
302585939,746926388
516165559,544788621
222122101,456864020
275644189,282665309
302277149,607931740
222122101,499386253
236860601,273502960
158899216,222662041
267605199,379141672
158899216,466776383
80911666,200623291
320977551,516165559
536071305,825005936
234782039,235868306
117296642,269637393
158899216,249363384
169184328,544788621
290002491,496939286
250941611,496939286
434373211,525143737
365929724,530652338
408101427,525143737
342563378,438595419
260143806,335566048
196433732,510315848
295068087,310605213
65103005,149214860
158899216,470573936
152930582,406627657
209242073,260143806
117296642,435797380
345137341,388093430
209242073,601769950
275644189,525143737
282665309,443448186
182703747,184942833
284796224,376551007
211699235,335566048
296351219,322839772
158899216,227940150
20392564,324649487
274429961,369223575
232828827,384715551
737837092,746926388
117296642,222590506
32098272,207493092
199347466,389158616
202508992,236860601
234782039,436529069
236860601,573350491
44641895,227940150
302585939,342563378
212892870,251116606
234782039,376551007
227940150,353850392
278713779,335566048
187068147,435758208
16435388,293268999
173111797,266594683
196433732,295068087
158899216,294133386
260320762,329939773
188897082,335566048
291791633,591656859
158899216,673622815
86580372,211609568
173111797,184942833
353850392,366988589
249363384,284796224
3554098,260570741
1056558,117296642
361013262,374154249
239150980,746926388
228926932,351503947
77538054,497117270
434373211,470573936
159639383,212965965
251116606,428472121
77538054,397332866
199347466,517813573
275644189,344201043
282551100,464507887
158899216,613050595
439368133,464766605
497117270,746926388
324827113,443128531
217972700,274429961
80805248,170577151
310792435,345137341
158899216,275369297
275644189,470573936
182793052,435758208
361013262,573702353
183006912,201857097
166231159,197555702
3554098,332322443
274429961,738711054
169184328,290002491
166970160,404286648
345137341,536071305
277954377,434373211
202508992,573350491
154604171,259529308
1056558,112693285
249363384,510315848
298444305,308284930
187068147,436529069
3554098,168607848
204713487,290907272
379141672,505591803
166970160,422547332
284504912,294133386
8404293,158899216
166970160,324690673
98121870,185354275
325667980,365929724
339171968,455009429
202508992,389179098
209479436,341237022
284796224,443448186
434373211,673622815
6255699,190059784
237053290,294133386
182793052,462559115
249460254,389052882
3554098,377504580
234978271,309075300
260143806,499386253
320893503,436529069
335566048,397332866
196433732,257075916
361013262,532735070
275644189,673622815
169184328,173111797
234782039,434373211
310792435,544788621
367593724,436529069
202508992,438595419
105446274,324649487
260570741,332322443
57053109,120188644
250941611,364224309
216422605,255415922
258050055,499386253
196433732,536071305
175449277,181813192
249363384,295068087
361013262,401122024
275644189,613050595
169184328,396315736
158899216,282551100
199511785,275644189
154604171,280538843
295068087,443128531
454449863,455009429
232828827,365929724
365929724,533542586
196433732,454449863
211699235,313948034
249460254,541731342
258050055,345137341
313948034,582621797
282665309,310792435
104239664,116161387
376551007,523955373
135442091,158899216
148174401,234678312
15912237,158449960
443128531,712762870
284796224,348117235
227940150,269255791
238326510,269781389
397332866,428365705
243942198,296351219
144192992,263353639
8404293,44641895
148174401,259070916
268006730,573350491
250941611,348117235
117296642,241097834
344201043,434373211
339171968,544788621
324649487,432910640
200489015,499386253
183896370,406627657
187068147,434373211
209242073,278713779
257075916,573350491
181813192,182883753
383808645,490359301
486072327,613050595
290002491,440860114
510315848,523955373
158208672,291791633
196433732,327664089
164926837,166970160
104239664,134286419
211699235,221787338
275644189,367593724
320893503,434373211
361013262,455310533
258050055,284864500
202508992,234782039
230378407,243816728
397332866,413503356
168297162,614021900
209479436,213648297
357068844,443128531
34380146,116162731
372569967,404262360
339987565,410529163
249363384,523955373
158899216,168297162
335566048,464779098
182793052,434373211
243816728,284796224
10725833,139588104
209479436,341758366
339721832,376551007
1648701,117296642
173111797,464507887
257075916,320893503
6816945,117296642
247825158,485306577
187651093,310792435
296395226,355970279
435758208,544788621
227455699,324649487
249460254,456845849
303972772,470573936
226928006,712762870
361341456,490324803
166912255,178648861
226928006,302585939
228715510,255415922
302277149,349082148
268378729,302585939
209242073,348117235
157685181,436701099
464779098,516165559
523955373,573350491
200489015,284864500
169184328,257075916
221787338,746926388
302277149,557789358
117296642,135823315
158899216,168886229
234782039,310792435
188897082,303972772
251116606,471605790
290002491,310605213
51260918,300518605
250941611,310605213
3554098,170577151
7346857,246635300
3554098,310046003
158899216,529092430
364224309,516165559
164926837,241246487
209242073,266594683
266594683,470573936
371766191,436529069
202508992,408101427
200832799,277705371
137647548,166912255
249363384,327664089
287978277,443128531
181813192,298444305
169184328,365243680
234782039,282665309
158899216,237053290
260143806,284796224
438595419,499386253
211609568,290907272
209479436,721289327
231667795,413503356
183006912,335566048
251116606,324649487
398280571,475838998
200623291,296351219
790455,163841921
21034898,571114752
166912255,269255791
213648297,259070916
274429961,420476642
357407774,470444423
303972772,613050595
199347466,291791633
258050055,284796224
250941611,505591803
227455699,255415922
398280571,429063104
168607848,445347436
302277149,482060370
260570741,310046003
257075916,258050055
274429961,389158616
456864020,499386253
222122101,523955373
267398154,269255791
158899216,167966717
222122101,536071305
266594683,673622815
137839173,158899216
141566861,296395226
57053109,65103005
158899216,212183524
137647548,274656099
327664089,440860114
18346738,23965663
376597502,429794386
158899216,234880157
228926932,240199869
302585939,464779098
302277149,406271397
226928006,230378407
335566048,455009429
266594683,613050595
249460254,478239015
251116606,325071663
209479436,1029900777
203187909,240674108
255415922,433196425
260143806,320977551
226928006,436529069
25364825,158899216
226928006,376551007
282551100,389179098
181813192,302649396
187651093,249363384
200489015,284796224
20198016,229610131
207493092,601769950
302277149,484563892
3554098,868337786
443128531,443448186
462559115,746926388
434373211,438595419
499386253,505591803
408101427,438595419
249363384,339721832
371766191,434373211
277675978,738711054
277954377,470573936
410529163,613496698
196433732,436529069
236860601,243816728
303972772,367593724
337685903,438595419
159912486,353850392
310605213,345137341
260143806,388093430
187068147,613318768
142510556,321118480
